网站名,类别,商家名称,地址,人均消费,缩略图,评分
美团,美食,雪兰鲜奶屋（菱纱店）,五华区学府路8号（中海学府花园1号楼1-2层S11号）,12,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,0
美团,美食,龙掌柜重庆老火锅,五华区教场北路口龙湖水晶郦城龙湖晶悦荟美食城4楼404-2（武定野菌缘旁）,56,https://img.meituan.net/600.600/msmerchant/c1a6d13a20e8524726d9a18acef1990665686.jpg,3.7
美团,美食,洪生缘创意川滇菜,五华区教兴路6A栋107,50,https://img.meituan.net/600.600/msmerchant/8cf6780dd540f27805a94849d5d6c63a124087.jpg,0
美团,美食,彭记藤椒肥肠鱼火锅,五华区教场北路与教场中路交叉口龙湖水晶郦城2楼,40,http://p1.meituan.net/600.600/deal/47863b3617164c7096e0bf5b2b7d96cc536829.jpg,0
美团,美食,羊苑羊汤锅,五华区教场西路4号77200部队旁边,45,http://p1.meituan.net/600.600/deal/2bcac43a3bfd9c88c39661d1692fa5fb81526.jpg,4.9
美团,美食,爱在淇中面包和茶,五华区教兴路实力花千集,20,https://img.meituan.net/600.600/msmerchant/af9882df8a53a0338a4ba4405875ea1e102442.jpg,0
美团,美食,别有丰味老砂锅串串,五华区教兴路6A-103号商铺（洪生源创意川菜隔壁）,27,http://p0.meituan.net/600.600/mogu/b325cd408e3044268119ed07300089b3391065.jpg,4.8
美团,美食,酷客烧烤,五华区教场中路151,43,http://p0.meituan.net/600.600/mogu/f426cd0cbec0aa520820024c0f07453482705.jpg,5
美团,美食,江南小吃（杭州小笼包）,五华区教场中路316号3幢附10-11号（云上四季快捷酒店）,0,https://img.meituan.net/600.600/msmerchant/c9b1cff14ff355e310f601daa8452d8538693.jpg,0
美团,美食,丽江雪原·酸汤脆皮猪脚,五华区教场北路龙湖水晶郦城8栋1层102号,38,http://p0.meituan.net/600.600/mogu/756ecbaae414986bab54cfb5c25eca33142723.jpg,3.5
美团,美食,金顺源农家菜,五华区教场北路,25,http://p1.meituan.net/600.600/mogu/55285150907ce46f1f1dad725b100b9d221403.jpg,3.5
美团,美食,鸭味鲜汤锅,五华区教场西路33号,30,http://p0.meituan.net/600.600/xianfu/5b14dbb51395cd8debee26d671a2a40a45056.jpg,0
美团,美食,桃源生态火塘人家,五华区二环北路云南警官学院二号门旁（司法警官学院二号门旁）,50,http://p0.meituan.net/600.600/deal/ec119deeaf1562cffaae4f3c2c27f9c6139709.jpg,5
美团,美食,沙县小吃,五华区教益路2号,0,http://p0.meituan.net/600.600/xianfu/e4b1443935f67305317eaf174bf9005688064.jpg,0
美团,美食,老三家曲靖蒸饵丝（教场中路店）,五华区教场中路与二环北路交叉口（云上四季酒店楼下）,10,http://p0.meituan.net/600.600/deal/0a4a970e06d0f2d2799f93f5419c0095103192.jpg,3.9
美团,美食,小卤蹄子20年老店(原姥姥家店),五华区莲花池畔小区14幢17号商铺,0,https://img.meituan.net/600.600/msmerchant/d47dd3e0519ad231ad6e1898248ad1c74439227.jpg,0
美团,美食,张傻羊肉米线,五华区学府路8号中海学府花园1号楼1-2层S6号,10,http://p0.meituan.net/600.600/xianfu/905f5049d8915b7f63e99b039925de4838912.jpg,3.5
美团,美食,旧味,五华区教场北路与教场中路交叉口龙湖晶悦荟商业广场1楼,18,http://p1.meituan.net/600.600/poi/698ba48b0f4bdf22a8ebdba4e3a73cd5112640.jpg,4.2
美团,美食,渔家田鸡（教兴路店）,五华区教兴路2号实力壹方城6栋对面,40,http://p1.meituan.net/600.600/mogu/921cdc48b22c1ea5440ed5e61b1129bc65347.jpg,3.3
美团,美食,张记正宗富源红豆酸菜猪脚,五华区教场中路2号（金色莲华酒店旁第一家）,34,http://p1.meituan.net/600.600/deal/fbb7650b4a8f6c578eca1d4040eee4b4216127.jpg,4.6
美团,美食,姥姥家私房卤味,五华区学云路莲花池畔14栋17号商铺,4,http://p0.meituan.net/600.600/xianfu/59be7e7d0c32498b3301f58c6c1a4b7424576.jpg,4.1
美团,美食,清真伊乡园牛肉火锅,五华区教益路莲花美食广场19-20号（长城小区门口）,40,http://p1.meituan.net/600.600/deal/9ec6d98aae9ea7164b29d76dcf5dee1e384147.jpg,4.4
美团,美食,乡村农家乐（教益路店）,五华区教场路长城小区门口,20,http://p1.meituan.net/600.600/mogu/58bee7d2a5a28be7a4528d795ac70ab8327923.jpg,5
美团,美食,正宗建水鸡脚王,五华区教益路29号（近戎锦小区）,40,http://p0.meituan.net/600.600/poi/16f27d448ceddba31c7a2e0ce6240dfb51200.jpg,3.5
美团,美食,老朵家火瓢牛肉,五华区教场北路84号馨悦芳邻小区11幢-1层1107号,56,http://p0.meituan.net/600.600/deal/a552e83fa8541e2354d3c3ea981b1a37115734.jpg,4.7
美团,美食,菲馋趣味花园餐厅,五华区教场西路北莲华庭C1号,30,http://p0.meituan.net/600.600/deal/4984e1507b5688228e7b4098902e7b1795887.jpg,4.1
美团,美食,IF PATISSERIE法式手作甜品,五华区教场北路花千集18号,30,http://p1.meituan.net/600.600/mogu/bcc3e4fff461f140a41d138416c0de2946556.jpg,5
美团,美食,朱家花园私房菜（北教场花千集店）,五华区教兴路实力壹方城小区17栋B,25,http://p0.meituan.net/600.600/mogu/52c56c3ab725b25a53e5bdfbb22312bb91012.png,3
美团,美食,领道者神烤仙捞,五华区教兴路实力壹方城花千集17c-201号,46,https://img.meituan.net/600.600/msmerchant/0818775fdadb6d3f43fc3c8d0daf1ffa46397.jpg,4.3
美团,美食,汇园祥,五华区莲华小区学府路234号（莲花池公园对面）,25,http://p1.meituan.net/600.600/deal/__15915894__1063855.jpg,3.6
美团,美食,37度桐画,五华区教兴路,31,http://p0.meituan.net/600.600/bbia/873190b44a09e483519019e0a87844b94481153.jpg@0_401_4292_3219a,0
美团,美食,桃子小姐披萨（学府路店）,五华区学府路8号中海学府花园5号楼1-2层D5号,30,http://p1.meituan.net/600.600/waimaipoi/a9c4def2b1d5237b8599571f7ef3b26122959.jpg,0
美团,美食,德宏益品傣味,五华区教场中路71号（昆明五华实验中学对面）,36,https://img.meituan.net/600.600/msmerchant/60af1be5968fcca102a2bd15bc0c59f4174676.jpg,0
美团,美食,川魂帽牌货冒菜（中海学府路8号店）,五华区学府路8号5栋103商铺,15,http://p1.meituan.net/600.600/mogu/b7c74572844b1a97bd38f5f967ffd8a478966.jpg,4
美团,美食,正宗保山铜瓢牛肉（北教场路店）,五华区教场北路128号荣浩酒店一楼,42,http://p0.meituan.net/600.600/deal/7fd116c7d83d8a3d04feafd2bb4344d7192184.jpg,4.2
美团,美食,老兵烧烤,五华区教场西路13号（金色莲华酒店对面）,35,http://p1.meituan.net/600.600/xianfu/c7c6a5a73a9ef0d684b232489cb7f855325774.jpg,4.4
美团,美食,建水阿孃烧烤,五华区教兴路2号附3、4号,39,http://p0.meituan.net/600.600/deal/45959f16a8c4287d389d7dff7f27ba0d32879.jpg,3
美团,美食,罗平生态烧烤,五华区教场中路龙湖水晶郦城1楼101室,39,http://p1.meituan.net/600.600/mogu/4e2fb0596d0e58f4431ababcb4843ae248542.jpg,4.6
美团,美食,彝傣印象餐厅,五华区教场北路,40,http://p0.meituan.net/600.600/mogu/36e6233f8a4ac277fcd68e3ebb57118f347530.jpg,3.5
美团,美食,一品一签酸牛肉（教场店）,五华区龙湖水晶郦城8号楼1层116号,23,http://p1.meituan.net/600.600/mogu/563bcb4c6904ebd78eb9f985571d9179134066.jpg,3.3
美团,美食,厉害了我的火锅,五华区二环北路龙泉路268号,0,http://p1.meituan.net/600.600/mogu/a19d43a895b10101fc26a152963afeee87960.jpg,0
美团,美食,杨铭宇黄焖鸡米饭（教场西路店）,五华区教场西路11号（公交车站旁）,16,http://p1.meituan.net/600.600/deal/c7e45e2a80037f3dc5120a4902807a9d76855.jpg,3.2
美团,美食,北京脆皮烤鸭（学府路店）,五华区学府路274号（莲花池公园对面）,16,http://p0.meituan.net/600.600/deal/344b5cc79548881fc45b7bc60fd8d67439165.jpg,3.7
美团,美食,内蒙小肥羊烤羊腿（教场西路店）,五华区教场西路33号（乌托摄影旁）,50,http://p1.meituan.net/600.600/mogu/4ac77c80c4a7478cf5711f81488c2908380545.jpg,0
美团,美食,园丰阁普洱野菜馆,五华区教场西路12号（民大生活区公交站对面）,42,http://p1.meituan.net/600.600/deal/926c43189e8cffcfd95ef104782e3b5c183702.jpg,4.3
美团,美食,整两只·蛙鱼馆,五华区茭菱路556号（红联花园广场重庆老灶火锅旁）,55,https://img.meituan.net/600.600/msmerchant/9a700ae874c0bd861091d9c60f9f34794538077.jpg,5
美团,美食,嘉华饼屋（正大紫都店）,五华区正大紫都都市风尚购物广场01商铺,24,http://p1.meituan.net/600.600/mogu/9d4c644086eec929fe97a3e234975388143273.jpg,5
美团,美食,储缘蛋糕（五华店）,五华区丰宁小区42栋2单元101号附27号,50,http://p1.meituan.net/600.600/mogu/e90708d1ccd9c38cae89281b615d34e840868.jpg,4.7
美团,美食,一叶知秋椰子鸡火锅（丰宁店）,五华区茭菱路1004号,32,http://p1.meituan.net/600.600/mogu/686acbba704c72dd055eb12dc71a3fcd55899.jpg,5
美团,美食,红豆园（茭菱路店）,五华区茭菱路204号（茭菱路与西园北路交叉口东行100米路北）,46,http://p0.meituan.net/600.600/mogu/fb7a7d2c0e9426e39064ca2f8ce54c63326932.jpg,4.2
美团,美食,天府棒棒鸡（丰宁1店）,五华区近华浦路丰宁小区南区19幢8单元102号,19,http://p0.meituan.net/600.600/mogu/7dcddc88550e22becaa7264b7eaec271102488.jpg,4.4
美团,美食,龙门花甲（茭菱路）,五华区263号,17,http://p0.meituan.net/600.600/deal/608f628a832121d830f7cdbae2865b3217453.jpg,5
美团,美食,本大叔（丰宁店）,五华区茭菱路972号三楼（丰宁小区烧烤一条街米兜饮品楼上）,35,https://img.meituan.net/600.600/msmerchant/82787f0a43adaa19599b15e689116d6a1016881.png,4.3
美团,美食,宝源铜锅洋芋饭,五华区近华浦路460-462号,8,http://p0.meituan.net/600.600/xianfu/f44a74871536249c9a839d41297f343c390078.jpg,4.9
美团,美食,玛吉阿米,五华区菱角塘路608号（迪庆州藏族自治州驻昆明办事处2楼）,137,https://img.meituan.net/600.600/msmerchant/d6686a043519fd4e367955d94c1c0dbe2469368.jpg,5
美团,美食,万州烤鱼（丰宁店）,五华区丰宁小区北区1幢1层1-1号育才小学,40,http://p0.meituan.net/600.600/mogu/310f9ed4680b997012f341ea331c017b173695.jpg,4.2
美团,美食,鲜农园（丰宁店）,五华区丰民路72号（近幼儿园）,36,http://p1.meituan.net/600.600/mogu/22ff06567e1d06a426863b506b7550af12301.jpg,5
美团,美食,雪兰鲜奶屋（妙灵店）,五华区丰宁路丰宁小区3组团21栋1单元1层101号,12,http://p1.meituan.net/600.600/deal/c6f22c1d86be38b54463653fc22df9b583444.jpg,3.5
美团,美食,瑞园干锅老店,五华区丰宁路10号附20号（火锅一条街）,31,http://p1.meituan.net/600.600/deal/0afc32f898cdd9e52d039d5aef35543b85356.jpg,4.8
美团,美食,法派斯烘焙（创意英国店）,五华区滇缅大道创意英国温莎大道二十六号,0,http://p0.meituan.net/600.600/mogu/286b2f82cfa1f16284ef5b9d88f3aed538115.jpg,3.5
美团,美食,兴隆生态羊肉馆,五华区春晖小区公交车站台春晖一期大门口2号附12号（西园北路丰田4S店对面小巷子前行30米）,48,http://p1.meituan.net/600.600/deal/e6999ba863af7d08becbd044f220e351130896.jpg,4.5
美团,美食,乐佳创意蛋糕（华派艺术蛋糕）,五华区人民西路一号广场,49,http://p0.meituan.net/600.600/deal/4e3adc41cae18e43f6d16249fd6679ea59806.jpg,4.6
美团,美食,潮牛明星潮汕牛肉火锅（大理公馆店）,五华区西园北路72号大理公馆一层（农夫菜馆）,50,http://p0.meituan.net/600.600/mogu/e565d6c755918a48083e5ba9e29fa981604272.png,3.7
美团,美食,七品王婆大虾（丰宁店）,五华区丰宁小区42栋6单元1层102号（麻园菜市场）,26,http://p1.meituan.net/600.600/xianfu/7ffd72df29feff0d24c4d65d5696a27240960.jpg,3
美团,美食,乡村铜锅园,五华区菱角塘路368号（健之佳旁）,35,http://p1.meituan.net/600.600/deal/6bc1bbc47bc1b595da62e567a9af727e43068.jpg,5
美团,美食,藏地尼西私房菜,五华区红菱路239号,66,http://p0.meituan.net/600.600/poi/4b1b0c662eff6492274720f1287c61b263488.jpg,3.5
美团,美食,正新鸡排（麻园店）,五华区麻园艺院巷昆明二十四中学旁5号商铺,15,http://p1.meituan.net/600.600/merchantpic/9b14258505aba493d45fe73849c0734220030.png,5
美团,美食,源味江湖美蛙鱼头,五华区茭菱路478号（茭菱公寓底商）,63,https://img.meituan.net/600.600/msmerchant/f6aa72a20099b23e1a8d43ad6374af5168238.jpg,4.3
美团,美食,丰米台北鸡油饭（壹号广场店）,五华区菱角塘路424-428号,23,http://p0.meituan.net/600.600/bbia/8d9893655094a6b4d702ea0b3d738b2e97429.jpg@0_0_500_500a,5
美团,美食,成都小郡肝砂罐串串（西园北路店）,五华区西园北路293号大理公馆对面荷韵酒店隔壁,69,http://p0.meituan.net/600.600/mogu/39523b9b45f5df2344c1177417570d81154106.jpg,3.7
美团,美食,蟹之都阳澄湖大闸蟹,五华区茭菱路543号（创意英国茭菱公寓对面）,39,http://p1.meituan.net/600.600/deal/93fc1513596db1cf56b46642e55d22e3294671.jpg,5
美团,美食,蜀香麻辣干锅,五华区丰宁路11号银融大厦附1-1号,30,http://p0.meituan.net/600.600/waimaipoi/3a8bc2471f09ea48c15b43231ae1b575473088.jpg,0
美团,美食,绝味九九鸭脖,五华区丰宁街道西园北路麻园五社347号对面,8,http://p0.meituan.net/600.600/deal/ed31792162974ab99d7dde26e81465e244400.jpg,4
美团,美食,面包工坊（正大店）,五华区二环西路正大紫都城1楼南区6号商铺（家乐福出口左转100米）,35,http://p1.meituan.net/600.600/mogu/4215715e695a4812476ce834f0193c778697.jpg,3.4
美团,美食,德宏私房火烧（丰宁店）,五华区茭菱路956号丰宁小区夜市街,39,http://p1.meituan.net/600.600/shopmainpic/aa0573502d083cc0862ce26a0372a980196171.jpg,4
美团,美食,卡c诺鲜饮独创,五华区丰宁街道麻园五社集资房,10,http://p0.meituan.net/600.600/deal/62275f9ed06e07f5a3e0b39f6478518b45067.jpg,4.7
美团,美食,拉枯烤鱼,五华区丰宁街道麻园村六社,40,http://p1.meituan.net/600.600/deal/a3b5b5df07e45f26bd76b51eae71d02c63690.jpg,5
美团,美食,燕昆楼老北京涮肉店（茭菱路店）,五华区茭菱路西园北路路口（西园北路口）,53,http://p0.meituan.net/600.600/dealwatera/8ab5d90e012d3eeb675a816b16fdc006150713.jpg,4
美团,美食,宝源铜锅洋芋饭,五华区近华浦路460-462号,8,http://p0.meituan.net/600.600/xianfu/f44a74871536249c9a839d41297f343c390078.jpg,4.9
美团,美食,聚滨楼·怒江人家,五华区近华浦路601号,51,http://p0.meituan.net/feop/d91337976e8f9540e31caaff3eeffd3c57619.png@600w_600h_1l,4
美团,美食,四季春,五华区昆明茭菱路337号,63,http://p1.meituan.net/600.600/mogu/bb6b7be65ebba92abf5928866040360935203.jpg,3.5
美团,美食,萱润爱伲饭莊,五华区红菱路中段296号大通道客栈对面,41,https://img.meituan.net/600.600/msmerchant/b593d91d6c6715ea99c4d4d94d7c7e5f114619.jpg,3.5
美团,美食,丰米台北鸡油饭（壹号广场店）,五华区菱角塘路424-428号,23,http://p0.meituan.net/600.600/bbia/8d9893655094a6b4d702ea0b3d738b2e97429.jpg@0_0_500_500a,5
美团,美食,蟹之都阳澄湖大闸蟹,五华区茭菱路543号（创意英国茭菱公寓对面）,39,http://p1.meituan.net/600.600/deal/93fc1513596db1cf56b46642e55d22e3294671.jpg,5
美团,美食,瑞园干锅老店,五华区丰宁路10号附20号（火锅一条街）,31,http://p1.meituan.net/600.600/deal/0afc32f898cdd9e52d039d5aef35543b85356.jpg,4.8
美团,美食,雪兰鲜奶屋（妙灵店）,五华区丰宁路丰宁小区3组团21栋1单元1层101号,12,http://p1.meituan.net/600.600/deal/c6f22c1d86be38b54463653fc22df9b583444.jpg,3.5
美团,美食,成都小郡肝砂罐串串（西园北路店）,五华区西园北路293号大理公馆对面荷韵酒店隔壁,69,http://p0.meituan.net/600.600/mogu/39523b9b45f5df2344c1177417570d81154106.jpg,3.7
美团,美食,一叶知秋椰子鸡火锅（丰宁店）,五华区茭菱路1004号,32,http://p1.meituan.net/600.600/mogu/686acbba704c72dd055eb12dc71a3fcd55899.jpg,5
美团,美食,拉枯烤鱼,五华区丰宁街道麻园村六社,40,http://p1.meituan.net/600.600/deal/a3b5b5df07e45f26bd76b51eae71d02c63690.jpg,5
美团,美食,龙门花甲（茭菱路）,五华区263号,17,http://p0.meituan.net/600.600/deal/608f628a832121d830f7cdbae2865b3217453.jpg,5
美团,美食,卡c诺鲜饮独创,五华区丰宁街道麻园五社集资房,10,http://p0.meituan.net/600.600/deal/62275f9ed06e07f5a3e0b39f6478518b45067.jpg,4.7
美团,美食,陈记黄焖鸡米饭,五华区人民西路海立方酒店水汇前厅（527自助烤肉旁）,12,http://p1.meituan.net/600.600/deal/9823dbc2e266bb11f160f95f23600a6359769.jpg,4.1
美团,美食,杨铭宇黄焖鸡（麻园店）,五华区西郊麻园村2号16栋1楼6号,15,http://p0.meituan.net/600.600/mogu/63ea109679b7fce02dfa898d558cdfec359887.jpg,4
美团,美食,七品王婆大虾（丰宁店）,五华区丰宁小区42栋6单元1层102号（麻园菜市场）,26,http://p1.meituan.net/600.600/xianfu/7ffd72df29feff0d24c4d65d5696a27240960.jpg,3
美团,美食,卡顿尔艺术蛋糕,五华区二环西路正大紫都城5栋楼上工作室内,50,http://p1.meituan.net/600.600/mogu/082a170739f2b3e6b5f0545ea9631b8782834.jpg,5
美团,美食,尚格牛排西式自助沙拉吧（正大店）,五华区茭菱路正大电子城（正大风尚广场一楼）,61,http://p1.meituan.net/600.600/shaitu/55ded96048bce2366d77788601b1f02392879.jpg,3.4
美团,美食,谭毛儿万州烤鱼辣螃蟹,五华区西园北路331号（楚雄大厦正对面）,30,http://p0.meituan.net/600.600/mogu/9a8acff1e19a623252277b34b5bc1bf7912023.png,3.5
美团,美食,吴三黄焖鸡米饭,五华区近华浦路500号,15,http://p1.meituan.net/600.600/deal/81a86c4075a5d1a2b8234ed5456f2880423482.jpg,3.5
美团,美食,乐佳创意蛋糕（华派艺术蛋糕）,五华区人民西路一号广场,49,http://p0.meituan.net/600.600/deal/4e3adc41cae18e43f6d16249fd6679ea59806.jpg,4.6
美团,美食,好利来（正大店）,五华区二环西路与茭菱路交汇处家乐福,50,http://p1.meituan.net/600.600/mogu/b3f6ab7718b8fab46d141f39463d4263211527.jpg,3.9
美团,美食,牛奶+面包（春晖店）,五华区春晖路2号,20,http://p1.meituan.net/600.600/deal/fff982cb02597384942abd8ad33b12b11327145.png,0
美团,美食,有饭儿,五华区西郊麻园村2号16栋1楼7号昆明第二十四中旁边,15,http://p1.meituan.net/600.600/deal/844a73fb230e187174f04fc88339960644321.jpg,4.1
